-50.585294,-849950.000000,0x699500
-50.585294,-790578.125000,0x689600
-50.585294,-731206.250000,0x699500
-50.585294,-671834.375000,0x669800
-50.585294,-612462.500000,0x679700
-50.585294,-553090.625000,0x669800
-50.585294,-493718.750000,0x619D00
-50.585294,-434346.875000,0x5F9F00
-50.585294,-374975.000000,0x619D00
-50.585294,-315603.125000,0x619D00
-50.585294,-256231.250000,0x619D00
-50.585294,-196859.375000,0x5F9F00
-50.585294,-137487.500000,0x5EA000
-50.585294,-78115.625000,0x5AA400
-50.585294,-18743.750000,0x5DA100
-50.585294,40628.125000,0x5CA200
-50.585294,100000.000000,0x59A500
-50.585294,159371.875000,0x58A600
-50.585294,218743.750000,0x5BA300
-50.585294,278115.625000,0x5BA300
-50.585294,337487.500000,0x5CA200
-50.585294,396859.375000,0x5DA100
-50.585294,456231.250000,0x5CA200
-50.585294,515603.125000,0x5F9F00
-50.585294,574975.000000,0x5BA300
-50.585294,634346.875000,0x59A500
-50.585294,693718.750000,0x56A800
-50.585294,753090.625000,0x54AA00
-50.585294,812462.500000,0x53AB00
-50.585294,871834.375000,0x54AA00
-50.585294,931206.250000,0x52AC00
-50.585294,990578.125000,0x51AD00
-50.585294,1049950.000000,0x52AC00
-50.585294,1109321.875000,0x55A900
-50.585294,1168693.750000,0x53AB00
-50.585294,1228065.625000,0x56A800
-50.585294,1287437.500000,0x59A500
-50.585294,1346809.375000,0x56A800
-50.585294,1406181.250000,0x55A900
-50.585294,1465553.125000,0x58A600
-50.585294,1524925.000000,0x5BA300
-50.585294,1584296.875000,0x5CA200
-50.585294,1643668.750000,0x59A500
-50.585294,1703040.625000,0x5CA200
-50.585294,1762412.500000,0x5CA200
-50.585294,1821784.375000,0x5CA200
-50.585294,1881156.250000,0x5CA200
-50.585294,1940528.125000,0x5DA100
-50.585294,1999900.000000,0x5DA100
-50.585294,2059271.875000,0x5DA100
-50.585294,2118643.750000,0x5DA100
-50.585294,2178015.625000,0x5DA100
-50.585294,2237387.500000,0x5DA100
-50.585294,2296759.375000,0x5DA100
-50.585294,2356131.250000,0x5DA100
-50.585294,2415503.125000,0x5CA200
-50.585294,2474875.000000,0x5BA300
-50.585294,2534246.875000,0x5AA400
-50.585294,2593618.750000,0x57A700
-50.585294,2652990.625000,0x58A600
-50.585294,2712362.500000,0x59A500
-50.585294,2771734.375000,0x59A500
-50.585294,2831106.250000,0x59A500
-50.585294,2890478.125000,0x58A600
-50.585294,2949850.000000,0x59A500
-47.092830,-849950.000000,0x6B9300
-47.092830,-790578.125000,0x699500
-47.092830,-731206.250000,0x689600
-47.092830,-671834.375000,0x689600
-47.092830,-612462.500000,0x669800
-47.092830,-553090.625000,0x679700
-47.092830,-493718.750000,0x639B00
-47.092830,-434346.875000,0x609E00
-47.092830,-374975.000000,0x609E00
-47.092830,-315603.125000,0x619D00
-47.092830,-256231.250000,0x619D00
-47.092830,-196859.375000,0x609E00
-47.092830,-137487.500000,0x5DA100
-47.092830,-78115.625000,0x5AA400
-47.092830,-18743.750000,0x5BA300
-47.092830,40628.125000,0x5EA000
-47.092830,100000.000000,0x58A600
-47.092830,159371.875000,0x57A700
-47.092830,218743.750000,0x5BA300
-47.092830,278115.625000,0x5BA300
-47.092830,337487.500000,0x5BA300
-47.092830,396859.375000,0x5DA100
-47.092830,456231.250000,0x5CA200
-47.092830,515603.125000,0x609E00
-47.092830,574975.000000,0x5BA300
-47.092830,634346.875000,0x57A700
-47.092830,693718.750000,0x56A800
-47.092830,753090.625000,0x54AA00
-47.092830,812462.500000,0x53AB00
-47.092830,871834.375000,0x54AA00
-47.092830,931206.250000,0x52AC00
-47.092830,990578.125000,0x51AD00
-47.092830,1049950.000000,0x52AC00
-47.092830,1109321.875000,0x55A900
-47.092830,1168693.750000,0x55A900
